31 6.17
30 5.67
19 5.60
18 5.49
7 5.33
32 5.03
20 5.03
6 4.94
27 4.86
39 4.76
15 4.63
33 4.49
14 4.29
8 4.27
43 4.27
21 4.23
9 4.19
36 4.19
12 4.19
38 4.16
28 4.14
24 4.14
40 4.11
34 4.06
26 4.01
45 4.00
3 4.00
29 4.00
16 3.97
17 3.94
22 3.71
42 3.67
10 3.63
4 3.59
5 3.57
35 3.53
44 3.50
41 3.36
11 3.36
46 3.29
37 3.26
23 3.03
13 2.96
25 2.73
2 2.69
1 2.46
47 2.00
0 0.89
